No    	Deprem Kodu	Olus tarihi	Olus zamani	Enlem	Boylam	Der(km)	xM	MD	ML	Mw	Ms	Mb	Tip	Yer
000744	20080629082801	2008.06.29	08:28:01.06	40.4132	28.9998	006.8	3.8	0.0	3.8		0.0	0.0	Ke	GEMLIK KÖRFEZI (MARMARA DENIZI)
000745	20080622025407	2008.06.22	02:54:07.91	39.2277	25.5352	010.1	3.5	3.5	0.0		0.0	0.0	Ke	EGE DENIZI
000746	20080616154924	2008.06.16	15:49:24.00	39.5600	28.6100	009.0	3.5	3.5	0.0		0.0	0.0	Ke	KURTLAR-DURSUNBEY (BALIKESIR) [North West  2.8 km]
000747	20080604220106	2008.06.04	22:01:06.08	39.7762	25.6300	005.0	3.5	3.3	3.5		0.0	0.0	Ke	EGE DENIZI
000748	20080603225331	2008.06.03	22:53:31.20	40.1613	26.9085	007.4	3.5	3.5	0.0		0.0	0.0	Ke	AHMETLER-BIGA (ÇANAKKALE) [West 1.2 km]
000749	20080603065922	2008.06.03	06:59:22.05	40.1632	26.9182	009.7	4.0	0.0	4.0		0.0	0.0	Ke	AHMETLER-BIGA (ÇANAKKALE) [West 0.4 km]
000750	20080601033523	2008.06.01	03:35:23.80	40.1800	26.9200	010.0	4.3	0.0	4.3	4.0	0.0	4.1	Ke	RAMAZANLAR-BIGA (ÇANAKKALE) [East 1.0 km]
000751	20080529145412	2008.05.29	14:54:12.46	39.7725	25.6583	005.0	3.7	0.0	3.7		0.0	0.0	Ke	EGE DENIZI
000752	20080519101816	2008.05.19	10:18:16.00	40.5000	27.8000	010.0	4.0	0.0	4.0		0.0	0.0	Ke	TURAN-ERDEK (BALIKESIR) [South East  1.9 km]
000753	20080518163223	2008.05.18	16:32:23.75	40.8385	31.0242	006.9	3.5	3.4	3.5		0.0	0.0	Ke	YAYAKBASI- (DUZCE) [North East  0.6 km]
000754	20080512151125	2008.05.12	15:11:25.39	40.6347	27.3735	022.2	3.9	0.0	3.9		0.0	0.0	Ke	MÜREFTE AÇIKLARI-TEKIRDAG (MARMARA DENIZI)
000755	20080429015705	2008.04.29	01:57:05.20	40.3168	25.4025	009.3	3.5	3.5	3.5		0.0	0.0	Ke	EGE DENIZI
000756	20080427114428	2008.04.27	11:44:28.41	40.1585	26.9157	009.4	3.6	0.0	3.6		0.0	0.0	Ke	AHMETLER-BIGA (ÇANAKKALE) [South West  0.8 km]
000757	20080426201923	2008.04.26	20:19:23.90	39.7900	25.6200	002.0	3.9	0.0	3.9		0.0	0.0	Ke	EGE DENIZI
000758	20080414065846	2008.04.14	06:58:46.69	40.7078	25.6235	009.3	3.5	3.5	0.0		0.0	0.0	Ke	EGE DENIZI
000759	20080412032520	2008.04.12	03:25:20.44	40.3818	27.4163	010.1	3.6	0.0	3.6		0.0	0.0	Ke	BOZLAR-BIGA (ÇANAKKALE) [North East  8.5 km]
000760	20080410050831	2008.04.10	05:08:31.40	39.8400	25.6000	013.0	3.8	3.6	3.8		0.0	0.0	Ke	EGE DENIZI
000761	20080330141759	2008.03.30	14:17:59.01	39.5563	26.2682	005.0	3.5	3.5	0.0		0.0	0.0	Ke	TAMIS-AYVACIK (ÇANAKKALE) [North East  1.3 km]
000762	20080315115212	2008.03.15	11:52:12.73	39.0505	27.8315	013.4	4.2	0.0	4.2		0.0	0.0	Ke	MUSALAR-AKHISAR (MANISA) [North West  2.1 km]
000763	20080314002540	2008.03.14	00:25:40.54	40.7933	30.6647	003.5	3.9	0.0	3.9		0.0	0.0	Ke	SEYHLER-HENDEK (SAKARYA) [South West  1.7 km]
000764	20080312185331	2008.03.12	18:53:31.31	40.6162	29.0072	010.0	4.8	0.0	4.8		0.0	0.0	Ke	SENKOY-CINARCIK (YALOVA) [South East  1.3 km]
000765	20080305051143	2008.03.05	05:11:43.05	39.1280	26.1907	002.5	3.5	0.0	3.5		0.0	0.0	Ke	MIDILLI ADASI (EGE DENIZI)
000766	20080229194200	2008.02.29	19:42:00.79	39.5370	25.9368	010.9	3.5	3.5	0.0		0.0	0.0	Ke	GÜLPINAR AÇIKLARI-ÇANAKKALE (EGE DENIZI)
000767	20080214080350	2008.02.14	08:03:50.57	39.5333	25.9718	005.4	3.5	3.3	3.5		0.0	0.0	Ke	GÜLPINAR AÇIKLARI-ÇANAKKALE (EGE DENIZI)
000768	20080201000822	2008.02.01	00:08:22.66	39.5088	26.0120	005.0	3.6	0.0	3.6		0.0	0.0	Ke	BABAKALE-AYVACIK (ÇANAKKALE) [North West  5.6 km]
000769	20080123110127	2008.01.23	11:01:27.58	40.7108	25.6082	005.0	3.6	0.0	3.6		0.0	0.0	Ke	EGE DENIZI
000770	20080122125541	2008.01.22	12:55:41.03	39.5298	25.9223	008.1	4.0	0.0	4.0		0.0	0.0	Ke	GÜLPINAR AÇIKLARI-ÇANAKKALE (EGE DENIZI)
000771	20071228211413	2007.12.28	21:14:13.40	39.5300	25.9400	008.0	4.9	0.0	4.9		0.0	0.0	Ke	GÜLPINAR AÇIKLARI-ÇANAKKALE (EGE DENIZI)
000772	20071218095134	2007.12.18	09:51:34.77	39.4183	26.2705	011.6	3.5	3.5	0.0		0.0	0.0	Ke	EDREMIT KÖRFEZI (EGE DENIZI)
000773	20071216033513	2007.12.16	03:35:13.78	39.4065	26.2743	011.3	3.8	0.0	3.8		0.0	0.0	Ke	MIDILLI ADASI (EGE DENIZI)
000774	20071210113905	2007.12.10	11:39:05.84	40.8068	31.0198	005.0	3.7	0.0	3.7		0.0	0.0	Ke	ICMELER-GOLYAKA (DUZCE) [South East  1.0 km]
000775	20071209032009	2007.12.09	03:20:09.77	40.3633	27.4172	015.0	3.6	0.0	3.6		0.0	0.0	Ke	BOZLAR-BIGA (ÇANAKKALE) [North East  6.6 km]
000776	20071101084524	2007.11.01	08:45:24.16	39.0053	29.7458	005.3	3.5	3.4	3.5		0.0	0.0	Ke	CUKUROREN-GEDIZ (KÜTAHYA) [North East  1.5 km]
000777	20071025050202	2007.10.25	05:02:02.77	39.3365	27.7332	007.9	4.4	0.0	4.4		0.0	0.0	Ke	TABANLAR-SOMA (MANISA) [South East  1.7 km]
000778	20071021111524	2007.10.21	11:15:24.77	40.3793	25.8718	005.5	3.7	0.0	3.7		0.0	0.0	Ke	KALEKOY-GOKCEADA (ÇANAKKALE) [North 16.6 km]
000779	20071021110425	2007.10.21	11:04:25.09	40.3855	25.8313	010.3	3.9	0.0	3.9		0.0	0.0	Ke	KALEKOY-GOKCEADA (ÇANAKKALE) [North West  18.0 km]
000780	20071019022426	2007.10.19	02:24:26.39	39.0468	27.7617	012.9	3.5	3.5	0.0		0.0	0.0	Ke	SELVILI-AKHISAR (MANISA) [North East  2.6 km]
000781	20071018224937	2007.10.18	22:49:37.75	39.6428	25.4795	002.2	3.6	3.6	0.0		0.0	0.0	Ke	EGE DENIZI
000782	20071005171226	2007.10.05	17:12:26.51	39.0853	29.0557	005.4	3.6	0.0	3.6		0.0	0.0	Ke	KALKAN-SIMAV (KÜTAHYA) [North West  0.8 km]
000783	20070930164058	2007.09.30	16:40:58.54	39.7633	27.7790	006.8	3.8	0.0	3.8		0.0	0.0	Ke	YENIISKENDER- (BALIKESIR) [East 0.9 km]
000784	20070929223509	2007.09.29	22:35:09.39	39.7577	27.7553	008.2	4.0	0.0	4.0		0.0	0.0	Ke	DELIKLITAS- (BALIKESIR) [North 1.3 km]
000785	20070929191655	2007.09.29	19:16:55.78	39.7458	27.7530	007.7	3.6	0.0	3.6		0.0	0.0	Ke	DELIKLITAS- (BALIKESIR) [West 0.3 km]
000786	20070929185405	2007.09.29	18:54:05.20	39.7567	27.7400	006.9	3.6	0.0	3.6		0.0	0.0	Ke	DELIKLITAS- (BALIKESIR) [North West  1.9 km]
000787	20070925173808	2007.09.25	17:38:08.89	39.7662	27.7708	006.8	3.6	0.0	3.6		0.0	0.0	Ke	YENIISKENDER- (BALIKESIR) [North East  0.3 km]
000788	20070920061851	2007.09.20	06:18:51.86	39.2252	29.4192	005.3	4.0	0.0	4.0		0.0	0.0	Ke	DUSECEK-EMET (KÜTAHYA) [South West  2.7 km]
000789	20070828124449	2007.08.28	12:44:49.30	40.3628	25.8592	010.2	4.6	0.0	4.6		0.0	0.0	Ke	KALEKOY-GOKCEADA (ÇANAKKALE) [North West  14.9 km]
000790	20070824172034	2007.08.24	17:20:34.53	39.8450	28.6948	006.6	3.6	0.0	3.6		0.0	0.0	Ke	KARAKOY-MUSTAFAKEMALPASA (BURSA) [South East  3.0 km]
000791	20070818073735	2007.08.18	07:37:35.27	40.6363	27.2482	012.5	3.6	0.0	3.6		0.0	0.0	Ke	MUREFTE-SARKOY (TEKIRDAG) [South 3.5 km]
000792	20070811102442	2007.08.11	10:24:42.04	39.3287	25.2615	006.3	3.8	0.0	3.8		0.0	0.0	Ke	EGE DENIZI
000793	20070801190308	2007.08.01	19:03:08.13	40.7868	30.0902	005.2	4.0	3.8	4.0		0.0	0.0	Ke	BAYRAKTAR-IZMIT (KOCAELI) [West 0.1 km]
000794	20070718025149	2007.07.18	02:51:49.46	39.3368	29.3347	007.1	3.7	0.0	3.7		0.0	0.0	Ke	GURPINAR-EMET (KÜTAHYA) [North West  1.7 km]
000795	20070528041126	2007.05.28	04:11:26.50	39.3370	25.5385	005.4	3.7	0.0	3.7		0.0	0.0	Ke	EGE DENIZI
000796	20070503054114	2007.05.03	05:41:14.60	40.2400	25.1200	024.0	3.8	0.0	3.8		0.0	0.0	Ke	EGE DENIZI
000797	20070410031552	2007.04.10	03:15:52.60	41.1585	25.6327	005.0	3.6	0.0	3.6		0.0	0.0	Ke	YUNANISTAN
000798	20070313044719	2007.03.13	04:47:19.35	39.5213	26.2187	011.1	3.7	3.5	3.7		0.0	0.0	Ke	BALABANLI-AYVACIK (ÇANAKKALE) [North East  1.8 km]
000799	20070309134357	2007.03.09	13:43:57.96	40.4137	26.2720	010.8	3.6	0.0	3.6		0.0	0.0	Ke	SAROS KÖRFEZI (EGE DENIZI)
000800	20070304161432	2007.03.04	16:14:32.07	40.0077	25.2748	011.0	4.2	0.0	4.2		0.0	0.0	Ke	EGE DENIZI
000801	20070228224552	2007.02.28	22:45:52.57	39.1215	25.5228	010.9	3.8	3.7	3.8		0.0	0.0	Ke	EGE DENIZI
000802	20070206010324	2007.02.06	01:03:24.85	40.9223	30.8560	007.2	3.5	3.5	0.0		0.0	0.0	Ke	KIZILUZUM-CUMAYERI (DUZCE) [North 1.0 km]
000803	20070109031817	2007.01.09	03:18:17.65	39.4970	25.7730	008.3	3.7	3.5	3.7		0.0	0.0	Ke	EGE DENIZI
000804	20070108051539	2007.01.08	05:15:39.18	39.5785	25.7612	007.7	3.6	3.5	3.6		0.0	0.0	Ke	EGE DENIZI
000805	20070108050724	2007.01.08	05:07:24.22	39.5227	25.7868	013.4	3.7	3.5	3.7		0.0	0.0	Ke	EGE DENIZI
000806	20070108034444	2007.01.08	03:44:44.39	39.5547	25.8235	006.1	3.7	3.5	3.7		0.0	0.0	Ke	GÜLPINAR AÇIKLARI-ÇANAKKALE (EGE DENIZI)
000807	20070108033540	2007.01.08	03:35:40.00	39.4400	25.4000	005.0	4.1	3.8	4.1		0.0	0.0	Ke	EGE DENIZI
000808	20061219191537	2006.12.19	19:15:37.00	40.4000	28.3100	011.0	4.3	0.0	4.3	4.2	0.0	0.0	Ke	KURSUNLU-KARACABEY (BURSA) [East 2.7 km]
000809	20061121091410	2006.11.21	09:14:10.85	40.8460	31.2983	003.6	3.7	3.7	0.0		0.0	0.0	Ke	ASAR- (DUZCE) [South East  3.7 km]
000810	20061118060500	2006.11.18	06:05:00.29	39.9308	25.6102	017.8	3.9	0.0	3.9		0.0	0.0	Ke	EGE DENIZI
000811	20061029021505	2006.10.29	02:15:05.92	39.3348	31.1018	009.5	3.5	3.4	3.5		0.0	0.0	Ke	BELPINAR-CIFTELER (ESKISEHIR) [North East  3.5 km]
000812	20061028152826	2006.10.28	15:28:26.47	40.6400	29.2250	007.7	3.5	3.4	3.5		0.0	0.0	Ke	SAMANLI- (YALOVA) [North East  0.5 km]
000813	20061025115603	2006.10.25	11:56:03.75	40.4455	29.0008	013.0	3.9	0.0	3.9		0.0	0.0	Ke	KAPAKLI-ARMUTLU (YALOVA) [South East  3.3 km]
000814	20061025005655	2006.10.25	00:56:55.45	40.3997	28.9970	007.8	3.6	0.0	3.6		0.0	0.0	Ke	GEMLIK KÖRFEZI (MARMARA DENIZI)
000815	20061024140020	2006.10.24	14:00:20.90	40.4162	28.9878	012.5	5.2	0.0	5.2		0.0	4.6	Ke	GEMLIK KÖRFEZI (MARMARA DENIZI)
000816	20061020181524	2006.10.20	18:15:24.19	40.2617	27.9850	010.9	5.2	0.0	5.2		0.0	0.0	Ke	YENISIGIRCI-BANDIRMA (BALIKESIR) [West 2.4 km]
000817	20061012181232	2006.10.12	18:12:32.17	40.4237	28.3507	010.8	3.5	3.5	0.0		0.0	0.0	Ke	BAYRAMDERE-KARACABEY (BURSA) [North West  5.3 km]
000818	20061001165717	2006.10.01	16:57:17.90	39.3700	27.8800	0026	3.8	0.0	3.8		0.0	0.0	Ke	KOZDEREGUVEN- (BALIKESIR) [North East  1.4 km]
000819	20061001162805	2006.10.01	16:28:05.22	39.3568	27.8437	011.0	3.6	3.5	3.6		0.0	0.0	Ke	KOZDEREGUVEN- (BALIKESIR) [West 2.9 km]
000820	20060821142715	2006.08.21	14:27:15.30	39.4497	26.9297	015.7	3.8	3.8	3.7		0.0	0.0	Ke	TAYLIELI-BURHANIYE (BALIKESIR) [South 1.8 km]
000821	20060808214208	2006.08.08	21:42:08.72	39.3093	26.7958	013.6	3.9	3.7	3.9		0.0	0.0	Ke	MUTLU-AYVALIK (BALIKESIR) [North East  1.9 km]
000822	20060802154703	2006.08.02	15:47:03.19	40.3183	25.7967	012.8	3.5	3.5	0.0		0.0	0.0	Ke	KALEKOY-GOKCEADA (ÇANAKKALE) [North West  12.8 km]
000823	20060731165044	2006.07.31	16:50:44.51	40.3722	25.9392	010.0	3.6	3.6	0.0		0.0	0.0	Ke	KALEKOY-GOKCEADA (ÇANAKKALE) [North East  16.1 km]
000824	20060703055933	2006.07.03	05:59:33.74	39.1395	28.0583	011.3	3.7	3.7	0.0		0.0	0.0	Ke	ISACA-AKHISAR (MANISA) [North East  2.4 km]
000825	20060504222805	2006.05.04	22:28:05.06	40.4175	25.9097	014.4	3.6	3.4	3.6		0.0	0.0	Ke	SAROS KÖRFEZI (EGE DENIZI)
000826	20060424230854	2006.04.24	23:08:54.79	39.3398	25.8705	009.5	4.1	4.1	4.0		0.0	0.0	Ke	MIDILLI ADASI (EGE DENIZI)
000827	20060328130700	2006.03.28	13:07:00.61	40.5637	28.1263	009.1	3.5	3.5	0.0		0.0	0.0	Ke	ERDEK AÇIKLARI-BALIKESIR (MARMARA DENIZI)
000828	20060221022008	2006.02.21	02:20:08.90	40.4200	25.8800	015.0	4.0	0.0	4.0		0.0	0.0	Ke	KALEKOY-GOKCEADA (ÇANAKKALE) [North 21.0 km]
000829	20060220172010	2006.02.20	17:20:10.50	41.6800	25.5000	015.0	4.8	0.0	4.8		0.0	4.6	Ke	BULGARISTAN
000830	20060219231548	2006.02.19	23:15:48.22	40.4917	25.7630	008.0	3.9	3.8	3.9		0.0	0.0	Ke	EGE DENIZI
000831	20060212084859	2006.02.12	08:48:59.59	40.6182	27.6558	016.4	3.8	3.8	3.8		0.0	0.0	Ke	TOPAGAC-MARMARA (BALIKESIR) [North West  1.5 km]
000832	20060210185850	2006.02.10	18:58:50.50	40.7333	30.6145	008.3	3.5	3.4	3.5		0.0	0.0	Ke	TOPAGAC-AKYAZI (SAKARYA) [North West  1.2 km]
000833	20060208052425	2006.02.08	05:24:25.71	40.6988	30.3555	009.6	3.6	3.6	0.0		0.0	0.0	Ke	YUKARIKIRAZCA-ARIFIYE (SAKARYA) [North West  1.7 km]
000834	20060208040741	2006.02.08	04:07:41.42	40.7108	30.3648	008.7	4.6	0.0	4.5		0.0	4.6	Ke	ARIFIYE (SAKARYA) [South East  0.4 km]
000835	20060121014820	2006.01.21	01:48:20.31	39.8747	26.8503	015.8	3.7	3.5	3.7		0.0	0.0	Ke	YESILKOY-BAYRAMIC (ÇANAKKALE) [North East  3.7 km]
000836	20051211005327	2005.12.11	00:53:27.88	39.0353	28.1553	010.5	3.5	3.5	0.0		0.0	0.0	Ke	HANPASA-AKHISAR (MANISA) [South East  4.8 km]
000837	20051209210717	2005.12.09	21:07:17.05	40.2873	27.3002	016.3	3.9	3.9	3.9		0.0	0.0	Ke	GUMUSCAY-BIGA (ÇANAKKALE) [North East  1.9 km]
000838	20051202111607	2005.12.02	11:16:07.16	39.3633	25.5827	017.8	3.6	3.6	0.0		0.0	0.0	Ke	EGE DENIZI
000839	20051115055130	2005.11.15	05:51:30.57	40.3248	25.1778	014.8	4.4	4.4	4.3		0.0	0.0	Ke	EGE DENIZI
000840	20051115053055	2005.11.15	05:30:55.17	40.2445	25.1475	011.2	3.7	3.5	3.7		0.0	0.0	Ke	EGE DENIZI
000841	20051105174827	2005.11.05	17:48:27.59	39.0463	31.1315	002.3	3.9	3.8	3.9		0.0	0.0	Ke	TABAKLAR-EMIRDAG (AFYONKARAHISAR) [East 3.1 km]
000842	20051105173623	2005.11.05	17:36:23.29	39.0530	31.1453	005.0	3.5	3.5	0.0		0.0	0.0	Ke	KARAAGAC-EMIRDAG (AFYONKARAHISAR) [South West  2.1 km]
000843	20051105172431	2005.11.05	17:24:31.33	39.0470	31.1460	002.6	3.5	3.5	0.0		0.0	0.0	Ke	KARAAGAC-EMIRDAG (AFYONKARAHISAR) [South West  2.7 km]
000844	20051104201208	2005.11.04	20:12:08.79	40.6790	27.3030	013.0	4.1	4.0	4.1		0.0	0.0	Ke	HOSKOY-SARKOY (TEKIRDAG) [South West  4.0 km]
000845	20051025193136	2005.10.25	19:31:36.08	39.1325	27.9348	013.8	3.6	3.5	3.6		0.0	0.0	Ke	YAYKIN-AKHISAR (MANISA) [South East  1.6 km]
000846	20051009230211	2005.10.09	23:02:11.39	39.5478	25.1777	005.0	3.5	3.5	0.0		0.0	0.0	Ke	EGE DENIZI
000847	20050901124216	2005.09.01	12:42:16.54	40.8985	31.6140	007.2	3.5	3.5	0.0		0.0	0.0	Ke	YOGUNPELIT-YIGILCA (DUZCE) [South 7.5 km]
000848	20050830173946	2005.08.30	17:39:46.40	39.1400	27.8900	017.0	4.1	4.0	4.1		0.0	0.0	Ke	ISIKLAR-KIRKAGAC (MANISA) [South East  1.4 km]
000849	20050824141654	2005.08.24	14:16:54.13	39.6923	25.5910	010.0	3.5	3.5	0.0		0.0	0.0	Ke	EGE DENIZI
000850	20050824071342	2005.08.24	07:13:42.51	39.6327	25.5510	010.6	3.6	3.6	0.0		0.0	0.0	Ke	EGE DENIZI
000851	20050824030620	2005.08.24	03:06:20.50	39.7200	25.4100	037.0	4.9	4.9	4.9	4.8	0.0	0.0	Ke	EGE DENIZI
000852	20050820060947	2005.08.20	06:09:47.85	40.7608	27.4252	012.6	3.5	3.5	0.0		0.0	0.0	Ke	GÜZELKÖY AÇIKLARI-TEKIRDAG (MARMARA DENIZI)
000853	20050808020547	2005.08.08	02:05:47.54	39.1263	28.8317	011.3	3.6	3.6	0.0		0.0	0.0	Ke	AHMETLI-SIMAV (KÜTAHYA) [East 1.6 km]
000854	20050803235258	2005.08.03	23:52:58.30	39.3700	26.9200	018.0	4.1	4.0	4.1		0.0	0.0	Ke	HACIOGLU-GOMEC (BALIKESIR) [South East  1.3 km]
000855	20050710072841	2005.07.10	07:28:41.53	40.7405	31.7057	005.0	3.5	3.5	0.0		0.0	0.0	Ke	AHMETLER- (BOLU) [South 1.8 km]
000856	20050710070827	2005.07.10	07:08:27.19	40.7730	31.7135	005.0	3.5	3.5	0.0		0.0	0.0	Ke	BAHCEKOY- (BOLU) [North East  0.9 km]
000857	20050706232612	2005.07.06	23:26:12.94	40.7503	27.4198	015.9	3.5	3.5	0.0		0.0	0.0	Ke	GÜZELKÖY AÇIKLARI-TEKIRDAG (MARMARA DENIZI)
000858	20050627025815	2005.06.27	02:58:15.97	40.6928	27.3873	011.9	3.6	3.5	3.6		0.0	0.0	Ke	GÜZELKÖY AÇIKLARI-TEKIRDAG (MARMARA DENIZI)
000859	20050620195004	2005.06.20	19:50:04.20	39.7200	29.1300	013.0	4.3	4.2	4.3		0.0	4.2	Ke	CAKMAK-HARMANCIK (BURSA) [South 3.2 km]
000860	20050603015157	2005.06.03	01:51:57.30	40.4040	26.1175	012.2	3.6	3.6	0.0		0.0	0.0	Ke	SAROS KÖRFEZI (EGE DENIZI)
000861	20050513195952	2005.05.13	19:59:52.46	40.8205	30.9657	005.3	3.6	3.6	0.0		0.0	0.0	Ke	YILDIZTEPE-GUMUSOVA (DUZCE) [North East  1.3 km]
000862	20050511124424	2005.05.11	12:44:24.81	39.5093	26.7562	018.1	3.5	3.4	3.5		0.0	0.0	Ke	EDREMIT KÖRFEZI (EGE DENIZI)
000863	20050507190440	2005.05.07	19:04:40.22	39.5002	26.1443	012.3	3.5	3.5	0.0		0.0	0.0	Ke	KOCAKOY-AYVACIK (ÇANAKKALE) [South East  0.8 km]
000864	20050409192817	2005.04.09	19:28:17.85	40.4842	25.8147	009.1	4.0	0.0	4.0		0.0	0.0	Ke	SAROS KÖRFEZI (EGE DENIZI)
000865	20050327152558	2005.03.27	15:25:58.38	40.4280	26.0512	015.9	3.8	3.6	3.8		0.0	0.0	Ke	SAROS KÖRFEZI (EGE DENIZI)
000866	20050327093217	2005.03.27	09:32:17.43	40.7378	27.4083	011.9	3.7	0.0	3.7		0.0	0.0	Ke	GÜZELKÖY AÇIKLARI-TEKIRDAG (MARMARA DENIZI)
000867	20050323082254	2005.03.23	08:22:54.66	39.0392	28.0038	010.9	3.5	3.5	0.0		0.0	0.0	Ke	MUSTULLAR-AKHISAR (MANISA) [East 4.5 km]
000868	20050316135342	2005.03.16	13:53:42.16	40.2163	25.1213	012.5	4.3	0.0	4.3		0.0	0.0	Ke	EGE DENIZI
000869	20050225225911	2005.02.25	22:59:11.12	39.4460	25.9655	013.6	3.5	3.5	0.0		0.0	0.0	Ke	BADEMLI AÇIKLARI-ÇANAKKALE (EGE DENIZI)
000870	20050211231857	2005.02.11	23:18:57.76	39.1037	27.9170	010.4	3.6	0.0	3.6		0.0	0.0	Ke	DOLMADEGIRMEN-AKHISAR (MANISA) [South West  1.5 km]
000871	20050116095753	2005.01.16	09:57:53.37	40.6090	27.7235	019.7	3.7	3.7	0.0		0.0	0.0	Ke	ASMALI-MARMARA (BALIKESIR) [South East  1.8 km]
000872	20050114021925	2005.01.14	02:19:25.32	39.1595	28.5057	012.9	3.5	3.5	0.0		0.0	0.0	Ke	BULAK-SINDIRGI (BALIKESIR) [South 1.0 km]
000873	20050113161243	2005.01.13	16:12:43.40	39.1635	27.7618	015.8	3.6	3.6	0.0		0.0	0.0	Ke	KUCUKYAYA-KIRKAGAC (MANISA) [South East  0.9 km]
000874	20050113133902	2005.01.13	13:39:02.66	39.1818	27.7375	014.3	3.8	3.8	0.0		0.0	0.0	Ke	BAYAT-SOMA (MANISA) [South East  1.2 km]
000875	20050113123319	2005.01.13	12:33:19.45	39.4768	25.9125	013.0	3.5	3.5	0.0		0.0	0.0	Ke	GÜLPINAR AÇIKLARI-ÇANAKKALE (EGE DENIZI)
000876	20050113110047	2005.01.13	11:00:47.80	39.1900	27.7200	013.0	4.1	4.0	4.1		0.0	0.0	Ke	BAYAT-SOMA (MANISA) [North West  0.6 km]
000877	20050112155303	2005.01.12	15:53:03.32	39.1928	27.7598	013.2	3.6	3.5	3.6		0.0	0.0	Ke	KUCUKYAYA-KIRKAGAC (MANISA) [North East  2.9 km]
000878	20050112112541	2005.01.12	11:25:41.37	39.1955	27.7200	014.2	3.8	3.6	3.8		0.0	0.0	Ke	BAYAT-SOMA (MANISA) [North West  1.2 km]
000879	20041220133156	2004.12.20	13:31:56.30	40.6600	27.4900	0017	3.6	3.6	0.0		0.0	0.0	Ke	GÜZELKÖY AÇIKLARI-TEKIRDAG (MARMARA DENIZI)
000880	20041215042717	2004.12.15	04:27:17.80	40.7500	27.5800	0014	3.8	3.8	0.0		0.0	0.0	Ke	MARMARA DENIZI
000881	20041205171035	2004.12.05	17:10:35.90	39.3200	25.3300	0009	3.5	3.5	3.5		0.0	0.0	Ke	EGE DENIZI
000882	20041202155148	2004.12.02	15:51:48.00	39.2600	27.9600	0011	4.5	0.0	4.4		0.0	4.5	Ke	EGRIDERE-SINDIRGI (BALIKESIR) [North 0.5 km]
000883	20041105173022	2004.11.05	17:30:22.00	39.2100	27.7200	0008	4.5	0.0	4.5		4.5	0.0	Ke	DENIS-SOMA (MANISA) [South 2.3 km]
000884	20041011012511	2004.10.11	01:25:11.20	40.4300	28.9400	0010	3.7	3.7	0.0		0.0	0.0	Ke	GEMLIK KÖRFEZI (MARMARA DENIZI)
000885	20040929154207	2004.09.29	15:42:07.70	40.7900	29.0200	0013	4.0	4.0	4.0		0.0	0.0	Ke	ÇINARCIK AÇIKLARI-YALOVA (MARMARA DENIZI)
000886	20040918214002	2004.09.18	21:40:02.80	40.4000	25.9600	0010	3.6	3.4	3.6		0.0	0.0	Ke	SAROS KÖRFEZI (EGE DENIZI)
000887	20040913014836	2004.09.13	01:48:36.90	40.7900	30.9900	0005	3.9	3.7	3.9		0.0	0.0	Ke	GOLYAKA (DUZCE) [North West  1.6 km]
000888	20040908194649	2004.09.08	19:46:49.30	39.2600	25.4100	0010	3.9	3.7	3.9		0.0	0.0	Ke	EGE DENIZI
000889	20040825103431	2004.08.25	10:34:31.00	39.0800	26.1300	0009	3.5	3.5	0.0		0.0	0.0	Ke	MIDILLI ADASI (EGE DENIZI)
000890	20040813151344	2004.08.13	15:13:44.30	40.8300	26.4300	0010	4.2	4.0	4.2		0.0	0.0	Ke	ALICO PEHLIVAN-IPSALA (EDIRNE) [South West  1.5 km]
000891	20040711204427	2004.07.11	20:44:27.50	40.5500	27.2000	0016	3.5	3.5	0.0		0.0	0.0	Ke	MARMARA DENIZI
000892	20040701150914	2004.07.01	15:09:14.60	40.9200	26.1700	0010	3.9	3.9	3.9		0.0	0.0	Ke	YENIKARPUZLU-IPSALA (EDIRNE) [North West  14.3 km]
000893	20040701150619	2004.07.01	15:06:19.50	40.8600	26.1400	0010	3.5	3.5	0.0		0.0	0.0	Ke	YENIKARPUZLU-IPSALA (EDIRNE) [North West  13.3 km]
000894	20040701104959	2004.07.01	10:49:59.80	40.8800	26.0400	0005	3.9	3.8	3.9		0.0	0.0	Ke	ENEZ (EDIRNE) [North West  17.6 km]
000895	20040630232030	2004.06.30	23:20:30.00	40.9000	26.0300	0007	3.5	3.5	0.0		0.0	0.0	Ke	ENEZ (EDIRNE) [North West  20.0 km]
000896	20040630200833	2004.06.30	20:08:33.10	40.9000	26.1000	0006	3.6	3.6	0.0		0.0	0.0	Ke	YENIKARPUZLU-IPSALA (EDIRNE) [North West  18.0 km]
000897	20040628104248	2004.06.28	10:42:48.90	40.9000	26.1400	0010	3.5	3.5	0.0		0.0	0.0	Ke	YENIKARPUZLU-IPSALA (EDIRNE) [North West  15.0 km]
000898	20040628102413	2004.06.28	10:24:13.70	40.9200	26.1600	0006	3.6	3.6	0.0		0.0	0.0	Ke	YENIKARPUZLU-IPSALA (EDIRNE) [North West  14.9 km]
000899	20040627223717	2004.06.27	22:37:17.30	40.9200	26.0900	0005	3.6	3.6	0.0		0.0	0.0	Ke	YENIKARPUZLU-IPSALA (EDIRNE) [North West  19.8 km]
000900	20040627153147	2004.06.27	15:31:47.50	40.9000	26.0800	0007	4.5	4.3	4.5	4.3	0.0	0.0	Ke	ENEZ (EDIRNE) [North 19.5 km]
